"","TeamNameBat","Team_Batting","Season","Match_id","Innings_No","Team_Bowling","venueGround","venueCity","winner","TeamNameBowl","TeamBattingWon","EOIOver","EOIBall","EOIRuns","EOIWkts","EOIRunRate","Over4","Over4Ball","Over4Runs","Over4Wkts","Over4RunRate","Over6","Over6Ball","Over6Runs","Over6Wkts","Over6RunRate","Over8","Over8Ball","Over8Runs","Over8Wkts","Over8RunRate","Over10","Over10Ball","Over10Runs","Over10Wkts","Over10RunRate","Over12","Over12Ball","Over12Runs","Over12Wkts","Over12RunRate","Over15","Over15Ball","Over15Runs","Over15Wkts","Over15RunRate","Over17","Over17Ball","Over17Runs","Over17Wkts","Over17RunRate","Over20","Over20Ball","Over20Runs","Over20Wkts","Runs30InOver","Runs50InOver","Runs75InOver","Runs100InOver","Wkts3InOver","Wkts4InOver","Wkts5InOver","interactionCurrTeams"
"368","Gujarat Lions",13,2017,1082606,1,7,"Wankhede Stadium","Mumbai","Mumbai Indians","Mumbai Indians",FALSE,20,6,176,4,8.8,4,6,24,1,6,6,6,46,1,7.67,8,6,58,1,7.25,10,6,75,1,7.5,12,6,83,2,6.92,15,6,120,3,8,17,7,145,3,8.53,20,6,176,4,5,7.17,9.83,13.83,13.67,17.67,NA,-85
"369","Gujarat Lions",13,2017,1082610,2,2,"Saurashtra Cricket Association Stadium","Rajkot","Royal Challengers Bangalore","Royal Challengers Bangalore",FALSE,20,6,192,7,9.6,4,7,37,2,9.25,6,6,57,2,9.5,8,6,78,2,9.75,10,7,103,3,10.3,12,6,107,4,8.92,15,6,139,5,9.27,17,6,156,5,9.18,20,6,192,7,3.33,5.5,7.67,9.5,9.83,11,14.67,-15
"370","Gujarat Lions",13,2017,1082613,2,1,"Eden Gardens","Kolkata","Gujarat Lions","Kolkata Knight Riders",TRUE,19,2,188,6,9.89,4,7,56,1,14,6,6,72,1,12,8,6,83,3,10.38,10,6,99,3,9.9,12,6,119,4,9.92,15,6,146,5,9.73,17,6,171,5,10.06,NA,NA,NA,NA,2.5,4,6.67,10.17,7.33,11.67,12.67,-1
"371","Gujarat Lions",13,2017,1082616,2,4,"Saurashtra Cricket Association Stadium","Rajkot","Kings XI Punjab","Kings XI Punjab",FALSE,20,6,162,7,8.1,4,6,36,1,9,6,6,50,2,8.33,8,6,63,2,7.88,10,7,82,3,8.2,12,6,95,4,7.92,15,6,121,6,8.07,17,6,142,7,8.35,20,6,162,7,3.83,5.83,9.5,12.67,9,12,13,-43
"372","Gujarat Lions",13,2017,1082621,2,2,"M Chinnaswamy Stadium","Bengaluru","Gujarat Lions","Royal Challengers Bangalore",TRUE,14,5,135,3,9.64,4,8,23,1,5.75,6,6,49,2,8.17,8,6,62,2,7.75,10,7,89,2,8.9,12,6,115,2,9.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.67,6.33,9,10.83,12.17,NA,NA,-15
"373","Gujarat Lions",13,2017,1082625,1,7,"Saurashtra Cricket Association Stadium","Rajkot","tied","Mumbai Indians",FALSE,20,6,153,9,7.65,4,6,46,1,11.5,6,6,48,3,8,8,6,55,3,6.88,10,6,70,4,7,12,7,84,5,7,15,7,100,6,6.67,17,6,110,7,6.47,20,6,153,9,2.33,6.83,10.33,15,5.83,8.33,11.17,-85
"374","Gujarat Lions",13,2017,1082629,1,12,"Maharashtra Cricket Association Stadium","Pune","Rising Pune Supergiants","Rising Pune Supergiants",FALSE,20,5,161,10,8.05,4,6,35,0,8.75,6,6,55,1,9.17,8,6,71,2,8.88,10,6,94,4,9.4,12,6,109,5,9.08,15,6,135,6,9,17,6,146,6,8.59,20,5,161,10,3.83,5.5,8.67,10.67,9.83,10,11.83,-155
"375","Gujarat Lions",13,2017,1082632,1,6,"Feroz Shah Kotla","Delhi","Delhi Daredevils","Delhi Daredevils",FALSE,20,7,208,7,10.4,4,6,35,2,8.75,6,6,58,2,9.67,8,6,77,2,9.62,10,6,93,2,9.3,12,6,127,2,10.58,15,6,164,4,10.93,17,6,178,4,10.47,20,7,208,7,3.33,5.33,8,10.33,13.33,14.17,17.17,-71
"376","Gujarat Lions",13,2017,1082637,2,4,"Punjab Cricket Association IS Bindra Stadium Mohali","Mohali","Gujarat Lions","Kings XI Punjab",TRUE,20,6,192,4,9.6,4,6,36,0,9,6,6,58,0,9.67,8,6,81,0,10.12,10,6,103,1,10.3,12,6,123,2,10.25,15,6,148,2,9.87,17,6,162,2,9.53,20,6,192,4,3.5,5.17,7.5,10,17.17,17.67,NA,-43
"377","Gujarat Lions",13,2017,1082640,1,6,"Green Park","Kanpur","Delhi Daredevils","Delhi Daredevils",FALSE,20,6,195,5,9.75,4,6,31,1,7.75,6,6,50,2,8.33,8,6,70,3,8.75,10,7,91,3,9.1,12,6,103,3,8.58,15,6,134,3,8.93,17,6,164,4,9.65,20,6,195,5,3.83,6,8.5,11.33,6.5,16.17,18.5,-71
"378","Gujarat Lions",13,2017,1082643,1,11,"Green Park","Kanpur","Sunrisers Hyderabad","Sunrisers Hyderabad",FALSE,20,2,154,10,7.7,4,6,35,0,8.75,6,6,61,0,10.17,8,6,76,0,9.5,10,6,105,0,10.5,12,6,118,1,9.83,15,6,126,5,8.4,17,6,142,7,8.35,20,2,154,10,3,5.33,7.5,9.5,13,13.17,13.83,-141
"379","Kings XI Punjab",4,2008,335988,2,3,"Punjab Cricket Association Stadium, Mohali","Chandigarh","Chennai Super Kings","Chennai Super Kings",FALSE,20,6,207,4,10.35,4,6,37,0,9.25,6,8,63,1,10.5,8,6,84,1,10.5,10,6,110,1,11,12,6,127,2,10.58,15,6,165,3,11,17,6,186,3,10.94,20,6,207,4,3.83,5.33,7.33,9.33,14.33,17.67,NA,-11
"380","Kings XI Punjab",4,2008,335992,1,5,"Sawai Mansingh Stadium","Jaipur","Rajasthan Royals","Rajasthan Royals",FALSE,20,7,166,8,8.3,4,6,24,0,6,6,6,54,1,9,8,7,70,3,8.75,10,6,82,4,8.2,12,6,97,4,8.08,15,6,115,4,7.67,17,6,136,5,8,20,7,166,8,4.67,5.67,9.33,12.67,7.67,9,16.83,-21
"381","Kings XI Punjab",4,2008,335996,1,7,"Punjab Cricket Association Stadium, Mohali","Chandigarh","Kings XI Punjab","Mumbai Indians",TRUE,20,6,182,10,9.1,4,6,25,1,6.25,6,7,60,1,10,8,6,81,1,10.12,10,6,94,2,9.4,12,6,110,3,9.17,15,6,138,4,9.2,17,6,152,5,8.94,20,6,182,10,4.33,5.5,7.33,10.33,11,13.83,16.67,-31
"382","Kings XI Punjab",4,2008,336000,2,6,"Punjab Cricket Association Stadium, Mohali","Chandigarh","Kings XI Punjab","Delhi Daredevils",TRUE,20,3,162,6,8.1,4,6,34,2,8.5,6,6,55,2,9.17,8,8,70,3,8.75,10,6,81,3,8.1,12,7,103,3,8.58,15,6,123,4,8.2,17,6,142,5,8.35,20,3,162,6,3.83,5.5,8.67,12,8,14,16.67,-26
"383","Kings XI Punjab",4,2008,336004,2,8,"Rajiv Gandhi International Stadium, Uppal","Hyderabad","Kings XI Punjab","Deccan Chargers",TRUE,19,6,167,3,8.79,4,6,33,0,8.25,6,6,41,1,6.83,8,6,55,2,6.88,10,6,77,2,7.7,12,6,101,3,8.42,15,7,129,3,8.6,17,6,148,3,8.71,NA,NA,NA,NA,3.5,7.67,9.67,12,10.83,NA,NA,-36
"384","Kings XI Punjab",4,2008,336008,1,1,"Punjab Cricket Association Stadium, Mohali","Chandigarh","Kings XI Punjab","Kolkata Knight Riders",TRUE,20,6,178,6,8.9,4,6,32,1,8,6,7,49,1,8.17,8,6,68,1,8.5,10,6,85,2,8.5,12,6,102,3,8.5,15,7,119,5,7.93,17,7,140,5,8.24,20,6,178,6,4,6.17,8.67,12,11.5,12.17,13.5,-1
"385","Kings XI Punjab",4,2008,336011,2,2,"M Chinnaswamy Stadium","Bangalore","Kings XI Punjab","Royal Challengers Bangalore",TRUE,19,3,127,4,6.68,4,6,32,1,8,6,6,52,1,8.67,8,6,63,1,7.88,10,6,81,2,8.1,12,7,93,3,7.75,15,6,109,4,7.27,17,6,117,4,6.88,NA,NA,NA,NA,4,5.5,9.5,13.33,10.5,14.33,NA,-6
"386","Kings XI Punjab",4,2008,336018,2,3,"MA Chidambaram Stadium, Chepauk","Chennai","Chennai Super Kings","Chennai Super Kings",FALSE,20,6,163,9,8.15,4,6,29,1,7.25,6,6,35,2,5.83,8,6,53,2,6.62,10,7,76,2,7.6,12,6,95,2,7.92,15,6,115,6,7.67,17,6,127,6,7.47,20,6,163,9,4.67,7.5,10,13.83,12.17,12.83,13.17,-11
"387","Kings XI Punjab",4,2008,336021,2,2,"Punjab Cricket Association Stadium, Mohali","Chandigarh","Kings XI Punjab","Royal Challengers Bangalore",TRUE,16,4,144,1,9,4,6,25,0,6.25,6,6,42,0,7,8,6,58,1,7.25,10,6,70,1,7,12,6,101,1,8.42,15,6,141,1,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,7.5,10.33,11.67,NA,NA,NA,-6
"388","Kings XI Punjab",4,2008,336024,1,5,"Punjab Cricket Association Stadium, Mohali","Chandigarh","Kings XI Punjab","Rajasthan Royals",TRUE,20,7,221,3,11.05,4,6,35,0,8.75,6,6,51,0,8.5,8,6,75,0,9.38,10,6,88,0,8.8,12,6,115,0,9.58,15,6,144,1,9.6,17,8,176,1,10.35,20,7,221,3,3.33,5.67,8,10.5,20,NA,NA,-21
"389","Kings XI Punjab",4,2008,336033,1,7,"Wankhede Stadium","Mumbai","Kings XI Punjab","Mumbai Indians",TRUE,20,7,189,4,9.45,4,6,20,1,5,6,6,43,1,7.17,8,6,64,1,8,10,6,84,1,8.4,12,6,101,1,8.42,15,6,134,2,8.93,17,7,148,3,8.71,20,7,189,4,5,6.67,9.17,11.83,17,17.67,NA,-31
"390","Kings XI Punjab",4,2008,336036,2,8,"Punjab Cricket Association Stadium, Mohali","Chandigarh","Kings XI Punjab","Deccan Chargers",TRUE,20,3,178,4,8.9,4,6,50,0,12.5,6,6,74,0,12.33,8,7,86,1,10.75,10,6,101,1,10.1,12,6,115,1,9.58,15,6,135,2,9,17,7,149,4,8.76,20,3,178,4,2.67,3.83,6.33,9.67,15.67,17,NA,-36
"391","Kings XI Punjab",4,2008,336040,1,1,"Eden Gardens","Kolkata","Kolkata Knight Riders","Kolkata Knight Riders",FALSE,20,6,174,6,8.7,4,7,27,1,6.75,6,7,47,1,7.83,8,6,61,1,7.62,10,6,82,1,8.2,12,6,104,1,8.67,15,6,133,3,8.87,17,6,147,3,8.65,20,6,174,6,4.17,6.17,9.5,11.83,15,18.33,19.67,-1
"392","Kings XI Punjab",4,2008,336044,1,3,"Wankhede Stadium","Mumbai","Chennai Super Kings","Chennai Super Kings",FALSE,20,6,112,8,5.6,4,6,28,2,7,6,6,35,4,5.83,8,6,37,4,4.62,10,6,45,6,4.5,12,6,56,6,4.67,15,6,68,7,4.53,17,6,79,7,4.65,20,6,112,8,5,11,16.33,19.5,4.67,5.83,8.33,-11
"393","Kings XI Punjab",4,2009,392188,1,6,"Newlands","Cape Town","Delhi Daredevils","Delhi Daredevils",FALSE,12,6,104,7,8.67,4,6,41,0,10.25,6,7,67,1,11.17,8,6,71,2,8.88,10,7,91,3,9.1,12,6,104,7,8.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4.5,8.5,11.5,8.67,10.5,10.83,-26
"394","Kings XI Punjab",4,2009,392191,1,1,"Kingsmead","Durban","Kolkata Knight Riders","Kolkata Knight Riders",FALSE,20,7,158,6,7.9,4,6,22,1,5.5,6,6,46,1,7.67,8,6,56,3,7,10,6,67,3,6.7,12,9,95,3,7.92,15,8,117,4,7.8,17,6,130,5,7.65,20,7,158,6,4.67,7.5,10.67,12.83,6.67,14.17,15.67,-1
"395","Kings XI Punjab",4,2009,392196,2,2,"Kingsmead","Durban","Kings XI Punjab","Royal Challengers Bangalore",TRUE,19,7,173,3,9.11,4,6,29,0,7.25,6,6,44,0,7.33,8,6,61,1,7.62,10,6,80,1,8,12,6,91,1,7.58,15,6,109,2,7.27,17,6,141,2,8.29,NA,NA,NA,NA,4.17,6.17,9.5,13.67,18.17,NA,NA,-6
"396","Kings XI Punjab",4,2009,392200,1,5,"Newlands","Cape Town","Kings XI Punjab","Rajasthan Royals",TRUE,20,7,139,6,6.95,4,6,21,1,5.25,6,9,38,2,6.33,8,6,46,3,5.75,10,6,60,4,6,12,6,71,4,5.92,15,7,98,4,6.53,17,6,111,4,6.53,20,7,139,6,5.33,8.83,12.67,15.17,6.17,8.33,18.17,-21
"397","Kings XI Punjab",4,2009,392205,1,7,"Kingsmead","Durban","Kings XI Punjab","Mumbai Indians",TRUE,20,6,119,8,5.95,4,6,18,1,4.5,6,6,26,2,4.33,8,6,40,2,5,10,7,50,3,5,12,6,60,4,5,15,7,86,5,5.73,17,6,98,7,5.76,20,6,119,8,6.67,10,13,17.33,8.5,10.5,14.67,-31
"398","Kings XI Punjab",4,2009,392209,2,2,"Kingsmead","Durban","Royal Challengers Bangalore","Royal Challengers Bangalore",FALSE,20,6,137,7,6.85,4,6,21,0,5.25,6,6,35,0,5.83,8,6,53,0,6.62,10,6,70,1,7,12,6,80,2,6.67,15,6,95,3,6.33,17,7,116,3,6.82,20,6,137,7,5.5,7.17,11.33,15.83,12.67,17.17,18.33,-6
"399","Kings XI Punjab",4,2009,392212,2,1,"St George's Park","Port Elizabeth","Kings XI Punjab","Kolkata Knight Riders",TRUE,20,6,154,4,7.7,4,6,35,1,8.75,6,6,51,2,8.5,8,6,68,2,8.5,10,7,81,3,8.1,12,6,94,3,7.83,15,6,116,4,7.73,17,6,129,4,7.59,20,6,154,4,3.83,6,8.67,12.5,9.33,14.17,NA,-1
"400","Kings XI Punjab",4,2009,392215,2,5,"Kingsmead","Durban","Rajasthan Royals","Rajasthan Royals",FALSE,20,6,133,8,6.65,4,6,16,2,4,6,6,29,4,4.83,8,8,45,5,5.62,10,8,53,5,5.3,12,7,74,5,6.17,15,6,96,6,6.4,17,6,120,7,7.06,20,6,133,8,6.67,9.33,12.17,15.5,5,6,7.83,-21
"401","Kings XI Punjab",4,2009,392219,2,3,"SuperSport Park","Centurion","Chennai Super Kings","Chennai Super Kings",FALSE,18,6,174,3,9.67,4,6,28,1,7,6,7,53,1,8.83,8,6,68,2,8.5,10,7,90,3,9,12,6,115,3,9.58,15,6,148,3,9.87,17,6,163,3,9.59,NA,NA,NA,NA,4.33,5.5,8.5,10.83,9.17,NA,NA,-11
"402","Kings XI Punjab",4,2009,392221,2,8,"De Beers Diamond Oval","Kimberley","Kings XI Punjab","Deccan Chargers",TRUE,20,5,169,7,8.45,4,6,40,0,10,6,6,45,2,7.5,8,6,60,2,7.5,10,6,86,4,8.6,12,6,101,4,8.42,15,6,119,5,7.93,17,6,140,6,8.24,20,5,169,7,3.17,6.67,8.83,11.83,9.67,10,14.33,-36
"403","Kings XI Punjab",4,2009,392227,1,7,"SuperSport Park","Centurion","Mumbai Indians","Mumbai Indians",FALSE,20,7,119,9,5.95,4,8,31,2,7.75,6,6,51,3,8.5,8,6,63,3,7.88,10,6,70,4,7,12,6,80,6,6.67,15,6,92,7,6.13,17,6,102,7,6,20,7,119,9,4,5.33,10.83,16.67,5.5,9.17,11.17,-31
"404","Kings XI Punjab",4,2009,392231,2,6,"OUTsurance Oval","Bloemfontein","Kings XI Punjab","Delhi Daredevils",TRUE,20,1,119,4,5.95,4,9,31,1,7.75,6,7,33,3,5.5,8,6,38,3,4.75,10,6,46,3,4.6,12,6,60,3,5,15,6,82,3,5.47,17,6,87,4,5.12,20,1,119,4,4,10.83,14.17,18,5.33,15.83,NA,-26
"405","Kings XI Punjab",4,2009,392234,1,8,"New Wanderers Stadium","Johannesburg","Kings XI Punjab","Deccan Chargers",TRUE,20,7,134,7,6.7,4,6,26,2,6.5,6,6,39,3,6.5,8,6,49,3,6.12,10,6,55,4,5.5,12,6,68,4,5.67,15,6,94,4,6.27,17,6,116,5,6.82,20,7,134,7,4.67,8.17,13.17,15.83,4.33,8.83,16.17,-36
"406","Kings XI Punjab",4,2009,392239,2,3,"Kingsmead","Durban","Chennai Super Kings","Chennai Super Kings",FALSE,20,6,92,8,4.6,4,6,25,1,6.25,6,6,29,1,4.83,8,7,36,2,4.5,10,6,42,2,4.2,12,6,47,3,3.92,15,6,59,4,3.93,17,7,69,7,4.06,20,6,92,8,6.17,13.17,17.83,NA,11.17,12.67,15.17,-11
"407","Kings XI Punjab",4,2010,419113,1,6,"Punjab Cricket Association Stadium, Mohali","Chandigarh","Delhi Daredevils","Delhi Daredevils",FALSE,20,6,142,9,7.1,4,6,33,1,8.25,6,7,44,3,7.33,8,6,55,4,6.88,10,6,76,4,7.6,12,6,91,4,7.58,15,6,113,6,7.53,17,7,121,8,7.12,20,6,142,9,3.67,7.33,10,13,6,6.17,13.33,-26
"408","Kings XI Punjab",4,2010,419117,1,2,"M Chinnaswamy Stadium","Bangalore","Royal Challengers Bangalore","Royal Challengers Bangalore",FALSE,20,7,203,3,10.15,4,7,26,0,6.5,6,6,50,0,8.33,8,7,60,0,7.5,10,6,87,0,8.7,12,6,104,0,8.67,15,6,133,1,8.87,17,7,156,2,9.18,20,7,203,3,4.67,6,9.17,11.83,19.5,NA,NA,-6
"409","Kings XI Punjab",4,2010,419122,2,8,"Barabati Stadium","Cuttack","Deccan Chargers","Deccan Chargers",FALSE,20,6,164,8,8.2,4,7,18,2,4.5,6,6,27,3,4.5,8,6,48,4,6,10,6,57,4,5.7,12,6,68,6,5.67,15,7,98,6,6.53,17,6,125,7,7.35,20,6,164,8,6.17,8.5,13.17,15.17,5,7.67,10.17,-36
"410","Kings XI Punjab",4,2010,419126,1,3,"MA Chidambaram Stadium, Chepauk","Chennai","Kings XI Punjab","Chennai Super Kings",TRUE,20,7,136,8,6.8,4,6,21,1,5.25,6,6,38,1,6.33,8,6,54,1,6.75,10,6,59,3,5.9,12,6,78,4,6.5,15,6,98,4,6.53,17,6,114,5,6.71,20,7,136,8,4.83,7.5,12,15.33,9.83,11,16.33,-11
"411","Kings XI Punjab",4,2010,419129,2,5,"Punjab Cricket Association Stadium, Mohali","Chandigarh","Rajasthan Royals","Rajasthan Royals",FALSE,20,1,152,10,7.6,4,6,41,1,10.25,6,7,76,1,12.67,8,6,87,2,10.88,10,6,102,2,10.2,12,6,112,3,9.33,15,6,127,6,8.47,17,6,138,7,8.12,20,1,152,10,3.33,4.5,6,9.5,11,12.5,13,-21
"412","Kings XI Punjab",4,2010,419132,2,1,"Punjab Cricket Association Stadium, Mohali","Chandigarh","Kolkata Knight Riders","Kolkata Knight Riders",FALSE,20,6,144,6,7.2,4,6,23,1,5.75,6,6,42,2,7,8,6,58,3,7.25,10,6,74,3,7.4,12,6,82,3,6.83,15,6,102,5,6.8,17,6,122,5,7.18,20,6,144,6,5,7,10.33,14.67,7.5,13.67,14.33,-1
"413","Kings XI Punjab",4,2010,419137,1,7,"Brabourne Stadium","Mumbai","Mumbai Indians","Mumbai Indians",FALSE,20,7,163,10,8.15,4,6,34,1,8.5,6,7,48,2,8,8,6,63,2,7.88,10,6,85,2,8.5,12,6,95,4,7.92,15,6,118,4,7.87,17,7,133,7,7.82,20,7,163,10,3.5,6.33,9,12.5,10.67,11.33,15.83,-31
"414","Kings XI Punjab",4,2010,419141,1,2,"Punjab Cricket Association Stadium, Mohali","Chandigarh","Royal Challengers Bangalore","Royal Challengers Bangalore",FALSE,20,7,181,5,9.05,4,6,30,1,7.5,6,6,41,1,6.83,8,7,60,1,7.5,10,6,74,2,7.4,12,7,88,3,7.33,15,6,119,3,7.93,17,6,140,3,8.24,20,7,181,5,4,7.17,10.17,13.17,11.17,17.67,20,-6
"415","Kings XI Punjab",4,2010,419144,2,1,"Eden Gardens","Kolkata","Kings XI Punjab","Kolkata Knight Riders",TRUE,19,2,204,2,10.74,4,6,44,0,11,6,6,69,1,11.5,8,6,86,1,10.75,10,6,107,1,10.7,12,6,136,1,11.33,15,6,156,2,10.4,17,6,188,2,11.06,NA,NA,NA,NA,3,4.5,7,9.67,NA,NA,NA,-1
"416","Kings XI Punjab",4,2010,419148,1,5,"Sawai Mansingh Stadium","Jaipur","Rajasthan Royals","Rajasthan Royals",FALSE,20,6,153,6,7.65,4,6,30,1,7.5,6,7,52,1,8.67,8,6,63,2,7.88,10,6,86,2,8.6,12,6,109,4,9.08,15,6,126,4,8.4,17,6,134,5,7.88,20,6,153,6,4,5.83,8.83,11,11.5,11.83,15.33,-21
"417","Kings XI Punjab",4,2010,419151,2,7,"Punjab Cricket Association Stadium, Mohali","Chandigarh","Kings XI Punjab","Mumbai Indians",TRUE,20,2,158,4,7.9,4,6,41,0,10.25,6,6,56,1,9.33,8,7,68,1,8.5,10,6,87,1,8.7,12,7,93,2,7.75,15,6,116,2,7.73,17,7,132,3,7.76,20,2,158,4,3,5.33,8.5,12.33,16.67,18.5,NA,-31
"418","Kings XI Punjab",4,2010,419154,2,6,"Feroz Shah Kotla","Delhi","Kings XI Punjab","Delhi Daredevils",TRUE,19,4,112,3,5.89,4,6,26,0,6.5,6,6,39,0,6.5,8,6,48,1,6,10,7,59,1,5.9,12,6,68,2,5.67,15,6,88,2,5.87,17,6,108,2,6.35,NA,NA,NA,NA,4.5,8.5,13.17,16.5,17.83,NA,NA,-26
"419","Kings XI Punjab",4,2010,419161,1,8,"Himachal Pradesh Cricket Association Stadium","Dharamsala","Deccan Chargers","Deccan Chargers",FALSE,20,6,174,3,8.7,4,6,24,1,6,6,6,43,1,7.17,8,6,58,1,7.25,10,6,72,1,7.2,12,6,87,2,7.25,15,6,98,2,6.53,17,7,133,2,7.82,20,6,174,3,4.83,6.83,10.33,15.33,19.83,NA,NA,-36
"420","Kings XI Punjab",4,2010,419164,1,3,"Himachal Pradesh Cricket Association Stadium","Dharamsala","Chennai Super Kings","Chennai Super Kings",FALSE,20,6,192,3,9.6,4,6,36,1,9,6,6,49,1,8.17,8,6,62,1,7.75,10,6,86,1,8.6,12,6,93,3,7.75,15,7,131,3,8.73,17,6,146,3,8.59,20,6,192,3,2.5,6.17,9.33,12.5,12,NA,NA,-11
"421","Kings XI Punjab",4,2011,501207,1,10,"Dr DY Patil Sports Academy","Mumbai","Pune Warriors","Pune Warriors",FALSE,20,6,112,8,5.6,4,6,17,4,4.25,6,6,36,5,6,8,6,45,5,5.62,10,6,46,6,4.6,12,6,52,6,4.33,15,6,68,6,4.53,17,6,80,6,4.71,20,6,112,8,5.5,11,15.67,19,2.67,3.5,6,-46
"422","Kings XI Punjab",4,2011,501211,2,3,"Punjab Cricket Association Stadium, Mohali","Chandigarh","Kings XI Punjab","Chennai Super Kings",TRUE,20,1,193,4,9.65,4,6,38,0,9.5,6,6,65,1,10.83,8,6,77,1,9.62,10,6,99,1,9.9,12,6,119,2,9.92,15,6,138,4,9.2,17,6,168,4,9.88,20,1,193,4,3.33,5.17,7.67,10.17,14,14.17,NA,-11
"423","Kings XI Punjab",4,2011,501217,2,8,"Rajiv Gandhi International Stadium, Uppal","Hyderabad","Kings XI Punjab","Deccan Chargers",TRUE,18,4,166,2,9.22,4,8,36,0,9,6,6,62,0,10.33,8,6,80,0,10,10,6,104,0,10.4,12,7,116,0,9.67,15,6,139,1,9.27,17,6,156,2,9.18,NA,NA,NA,NA,3.83,4.5,7,9.5,NA,NA,NA,-36
"424","Kings XI Punjab",4,2011,501225,1,5,"Punjab Cricket Association Stadium, Mohali","Chandigarh","Kings XI Punjab","Rajasthan Royals",TRUE,20,6,195,7,9.75,4,6,67,0,16.75,6,6,77,1,12.83,8,6,91,1,11.38,10,6,106,2,10.6,12,6,124,2,10.33,15,6,169,2,11.27,17,6,178,4,10.47,20,6,195,7,2.17,3,5.67,9.33,16,16.83,18.17,-21
"425","Kings XI Punjab",4,2011,501228,2,6,"Feroz Shah Kotla","Delhi","Delhi Daredevils","Delhi Daredevils",FALSE,20,6,202,6,10.1,4,6,25,1,6.25,6,6,46,1,7.67,8,6,75,1,9.38,10,6,96,1,9.6,12,6,117,2,9.75,15,6,147,3,9.8,17,7,176,4,10.35,20,6,202,6,4.5,6.17,8,10.5,12.17,15.33,17.67,-26
"426","Kings XI Punjab",4,2011,501239,1,1,"Eden Gardens","Kolkata","Kolkata Knight Riders","Kolkata Knight Riders",FALSE,20,6,119,6,5.95,4,6,27,0,6.75,6,6,40,2,6.67,8,6,44,3,5.5,10,6,55,4,5.5,12,7,66,4,5.5,15,6,86,5,5.73,17,6,100,5,5.88,20,6,119,6,4.33,8.67,13.17,17,7.83,9.33,15,-1
"427","Kings XI Punjab",4,2011,501242,2,7,"Wankhede Stadium","Mumbai","Mumbai Indians","Mumbai Indians",FALSE,20,6,136,8,6.8,4,6,15,1,3.75,6,6,24,1,4,8,6,43,1,5.38,10,7,62,1,6.2,12,6,78,2,6.5,15,6,101,4,6.73,17,6,117,6,6.88,20,6,136,8,6.5,8.83,11.33,15,12.33,13.33,16,-31
"428","Kings XI Punjab",4,2011,501249,2,2,"M Chinnaswamy Stadium","Bangalore","Royal Challengers Bangalore","Royal Challengers Bangalore",FALSE,20,7,120,9,6,4,6,27,2,6.75,6,6,38,4,6.33,8,6,52,5,6.5,10,6,62,6,6.2,12,6,70,7,5.83,15,7,89,7,5.93,17,6,101,7,5.94,20,7,120,9,4.83,7.5,13.33,16.83,4.5,5.5,7.67,-6
"429","Kings XI Punjab",4,2011,501253,1,10,"Punjab Cricket Association Stadium, Mohali","Chandigarh","Pune Warriors","Pune Warriors",FALSE,20,6,119,8,5.95,4,6,25,1,6.25,6,6,34,1,5.67,8,6,51,2,6.38,10,6,71,2,7.1,12,6,79,2,6.58,15,6,96,4,6.4,17,6,109,5,6.41,20,6,119,8,5.17,7.5,10.33,15.5,12.67,14.5,15.67,-46
"430","Kings XI Punjab",4,2011,501256,1,7,"Punjab Cricket Association Stadium, Mohali","Chandigarh","Kings XI Punjab","Mumbai Indians",TRUE,20,6,163,8,8.15,4,6,22,1,5.5,6,6,39,1,6.5,8,6,60,1,7.5,10,7,86,1,8.6,12,6,100,2,8.33,15,6,124,2,8.27,17,6,143,4,8.41,20,6,163,8,5,7,9.5,12,15.33,16,17.5,-31
"431","Kings XI Punjab",4,2011,501259,2,9,"Holkar Cricket Stadium","Indore","Kings XI Punjab","Kochi Tuskers Kerala",TRUE,19,5,181,4,9.53,4,7,31,1,7.75,6,6,49,2,8.17,8,6,61,2,7.62,10,7,84,2,8.4,12,6,115,2,9.58,15,6,145,4,9.67,17,7,161,4,9.47,NA,NA,NA,NA,4,6.33,10,11.5,14.17,15,NA,-41
"432","Kings XI Punjab",4,2011,501262,1,6,"Himachal Pradesh Cricket Association Stadium","Dharamsala","Kings XI Punjab","Delhi Daredevils",TRUE,20,6,166,6,8.3,4,6,19,1,4.75,6,6,39,1,6.5,8,7,52,1,6.5,10,6,66,1,6.6,12,6,86,1,7.17,15,7,122,3,8.13,17,6,137,4,8.06,20,6,166,6,5.17,8,10.67,12.67,14.5,16.67,18.67,-26
"433","Kings XI Punjab",4,2011,501265,1,2,"Himachal Pradesh Cricket Association Stadium","Dharamsala","Kings XI Punjab","Royal Challengers Bangalore",TRUE,20,6,232,2,11.6,4,7,25,1,6.25,6,6,30,1,5,8,6,62,1,7.75,10,7,99,1,9.9,12,7,125,1,10.42,15,6,173,1,11.53,17,6,193,1,11.35,20,6,232,2,5.17,7.5,8.83,10.17,NA,NA,NA,-6
